title,budget,revenue,genre,belongs_to_franchise,production_company,cert,runtime,popularity,release_season,release_month,averageRating
P2,8000000.0,7766240.0,Horror,0,Other,R,98.0,9.276709,Fall,Nov,5.9
Awake,86000000.0,14373825.0,Thriller,0,Other,R,84.0,7.076062,Fall,Nov,6.5
The Golden Compass,180000000.0,372234864.0,Adventure,0,WarnerMedia,PG-13,113.0,11.481379,Fall,Dec,6.1
I Am Legend,150000000.0,585349010.0,Drama,0,WarnerMedia,PG-13,101.0,11.379355,Fall,Dec,7.2
Alvin and the Chipmunks,60000000.0,361366633.0,Comedy,1,Walt Disney Studios,PG,92.0,11.805233,Fall,Dec,5.2
I'm Not There.,20000000.0,4001121.0,Drama,0,Other,R,135.0,9.351557,Fall,Oct,6.9
Juno,7500000.0,231411584.0,Comedy,0,Walt Disney Studios,PG-13,96.0,11.791591,Fall,Dec,7.4
My Blueberry Nights,10000000.0,21786738.0,Drama,0,Other,PG-13,111.0,11.119593,Spring,May,6.6
Redacted,5000000.0,782102.0,Drama,0,Other,R,90.0,3.494388,Winter,Jan,6.1
The Treatment,900000.0,82701.0,Comedy,0,Other,R,86.0,2.78291,Spring,Apr,5.8
Journey from the Fall,1300000.0,639000.0,Drama,0,Other,R,135.0,0.044561,Winter,Feb,7.1
The Bucket List,45000000.0,175372502.0,Drama,0,WarnerMedia,PG-13,97.0,9.070643,Fall,Dec,7.4
The Kite Runner,20000000.0,73276047.0,Drama,0,Other,PG-13,128.0,5.970067,Fall,Oct,7.6
Sweeney Todd: The Demon Barber of Fleet Street,50000000.0,152000000.0,Drama,0,Other,R,116.0,10.038401,Fall,Dec,7.3
National Treasure: Book of Secrets,130000000.0,457363168.0,Action,1,Walt Disney Studios,PG,124.0,12.854373,Fall,Dec,6.5
Charlie Wilson's War,75000000.0,119000410.0,Comedy,0,NBCUniversal,R,102.0,9.979162,Fall,Dec,7.0
Aliens vs Predator: Requiem,40000000.0,41797066.0,Fantasy,1,Walt Disney Studios,R,94.0,10.793324,Fall,Dec,4.7
Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,Comedy,0,Other,R,96.0,7.219935,Fall,Dec,6.8
The Great Debaters,15000000.0,30226144.0,Drama,0,Other,PG-13,126.0,8.735448,Fall,Dec,7.5
The Water Horse,40000000.0,103071443.0,Fantasy,0,Other,PG,112.0,5.083211,Fall,Dec,6.4
P.S. I Love You,30000000.0,156835339.0,Drama,0,Other,PG-13,126.0,10.304881,Fall,Nov,7.0
27 Dresses,30000000.0,160259319.0,Comedy,0,Walt Disney Studios,PG-13,111.0,10.342202,Winter,Jan,6.1
Dragon Wars: D-War,70000000.0,53587404.0,Fantasy,0,Other,PG-13,90.0,6.280906,Winter,Feb,3.5
[REC],1500000.0,30448000.0,Horror,1,Other,R,78.0,8.504511,Spring,Apr,7.4
Flawless,20000000.0,6819587.0,Crime,0,Other,PG-13,108.0,6.496913,Summer,Sep,6.8
Cloverfield,25000000.0,170764026.0,Action,0,ViacomCBS,PG-13,85.0,12.868098,Winter,Jan,7.0
Untraceable,35000000.0,32483410.0,Drama,0,Sony Pictures,R,101.0,7.85217,Winter,Jan,6.2
Rambo,50000000.0,113244290.0,Action,1,Other,R,92.0,9.91556,Winter,Jan,7.0
Meet the Spartans,30000000.0,84646831.0,Comedy,0,Other,PG-13,84.0,6.416753,Winter,Jan,2.8
The Eye,12000000.0,56309766.0,Drama,0,Other,PG-13,98.0,8.233662,Winter,Feb,5.4
The Signal,50000.0,249905.0,Action,0,Other,R,103.0,11.329733,Winter,Feb,6.0
Hellboy II: The Golden Army,85000000.0,160388063.0,Adventure,1,NBCUniversal,PG-13,120.0,11.928661,Summer,Jul,7.0
In Bruges,15000000.0,34533783.0,Comedy,0,NBCUniversal,R,107.0,9.895652,Winter,Feb,7.9
Bamako,2000000.0,111000.0,Drama,0,Other,G,115.0,0.367324,Spring,Jun,6.7
Dark Angel,7000000.0,9229401.0,Action,0,Other,R,91.0,7.958502,Winter,Jan,6.2
Welcome Home Roscoe Jenkins,35000000.0,43650785.0,Comedy,0,NBCUniversal,PG-13,114.0,4.386145,Winter,Feb,5.5
Fool's Gold,70000000.0,111231041.0,Romance,0,WarnerMedia,PG-13,112.0,9.4548,Winter,Feb,5.7
U2 3D,15000000.0,22730842.0,Other,0,Other,G,85.0,0.900864,Spring,May,8.3
Jumper,85000000.0,222231186.0,Adventure,0,Walt Disney Studios,PG-13,88.0,11.03897,Winter,Feb,6.1
Vantage Point,40000000.0,151161491.0,Drama,0,Sony Pictures,PG-13,90.0,7.001645,Winter,Feb,6.6
The Spiderwick Chronicles,90000000.0,162839667.0,Adventure,0,ViacomCBS,PG,95.0,11.133784,Winter,Feb,6.5
Step Up 2: The Streets,23000000.0,150816700.0,Other,1,Walt Disney Studios,PG-13,98.0,7.667579,Winter,Feb,6.2
"Run, Fatboy, Run",10000000.0,33000000.0,Comedy,0,Other,PG-13,100.0,11.840495,Summer,Sep,6.6
Taxi to the Dark Side,1000000.0,274661.0,Other,0,Other,R,106.0,6.415898,Spring,Apr,7.4
"10,000 BC",105000000.0,266000000.0,Adventure,0,WarnerMedia,PG-13,109.0,13.99377,Winter,Feb,5.1
The Bank Job,20000000.0,64822796.0,Thriller,0,Other,R,112.0,8.732701,Winter,Feb,7.2
Doomsday,30000000.0,22211426.0,Action,0,Other,R,108.0,13.436536,Winter,Mar,6.0
Horton Hears a Who!,85000000.0,297138014.0,Animation,0,Other,G,88.0,8.326699,Winter,Mar,6.8
Funny Games,15000000.0,7938872.0,Horror,0,Other,R,112.0,6.841586,Fall,Oct,6.6
Mongol: The Rise of Genghis Khan,18000000.0,26527510.0,Other,0,Other,R,120.0,6.375447,Summer,Sep,7.2
The Love Guru,62000000.0,41819064.0,Comedy,0,ViacomCBS,PG-13,87.0,6.258666,Spring,Jun,3.8
Diary of the Dead,2000000.0,5364858.0,Horror,0,Other,R,95.0,12.001324,Summer,Sep,5.6
Hallam Foe,8000000.0,60641.0,Drama,0,Other,R,95.0,8.762536,Winter,Feb,7.0
What Just Happened,25000000.0,6673422.0,Comedy,0,Other,R,104.0,10.510245,Fall,Oct,5.6
Return of the Living Dead 3,2000000.0,54207.0,Comedy,1,Other,R,97.0,9.796755,Fall,Oct,5.9
Never Back Down,20000000.0,41627431.0,Drama,1,Other,PG-13,115.0,14.753931,Winter,Mar,6.6
Alatriste,24000000.0,23321954.0,Action,0,Other,R,145.0,5.035414,Summer,Sep,6.1
Joysticks,300000.0,3952448.0,Comedy,0,Other,R,88.0,2.290725,Winter,Mar,4.5
21,35000000.0,69823199.0,Drama,0,Sony Pictures,PG-13,123.0,8.33756,Winter,Mar,6.8
Smart People,7000000.0,10569964.0,Comedy,0,ViacomCBS,R,95.0,3.756539,Spring,Apr,6.1
Leatherheads,58000000.0,41299492.0,Comedy,0,NBCUniversal,PG-13,114.0,9.37102,Winter,Mar,6.0
Assembly,16000000.0,34786960.0,Action,0,Other,R,124.0,7.404835,Fall,Oct,7.3
Pirates,40000000.0,1641825.0,Adventure,0,Other,PG-13,124.0,3.916952,Spring,May,6.1
Stop-Loss,25000000.0,11207130.0,Drama,0,ViacomCBS,R,113.0,5.430566,Winter,Mar,6.4
Julia,6000000.0,1300000.0,Drama,0,Other,R,138.0,2.002032,Winter,Feb,7.0
Nim's Island,37000000.0,100076342.0,Adventure,1,Other,PG,96.0,7.558125,Spring,Apr,6.0
Forgetting Sarah Marshall,30000000.0,105173115.0,Comedy,0,NBCUniversal,R,111.0,15.106676,Spring,Apr,7.1
Superhero Movie,35000000.0,25871834.0,Action,0,Other,PG-13,85.0,7.876483,Winter,Mar,4.5
Street Kings,20000000.0,65569869.0,Action,1,Walt Disney Studios,R,109.0,13.246795,Spring,Apr,6.8
Harold & Kumar Escape from Guantanamo Bay,12000000.0,43493123.0,Comedy,1,WarnerMedia,R,107.0,13.065315,Spring,Apr,6.6
Speed Racer,120000000.0,93945766.0,Action,0,WarnerMedia,PG,135.0,7.134168,Spring,May,6.0
The Forbidden Kingdom,55000000.0,127906624.0,Action,0,Other,PG-13,104.0,6.997601,Spring,Apr,6.6
Virgin Territory,38000000.0,5410749.0,Adventure,0,Other,R,93.0,6.100498,Fall,Dec,4.8
Son of Rambow,4000000.0,6870249.0,Comedy,0,Other,PG-13,96.0,7.391932,Winter,Jan,7.0
Deception,25000000.0,17741298.0,Thriller,0,Other,R,107.0,7.720729,Spring,Apr,6.1
Baby Mama,30000000.0,63833449.0,Comedy,0,Other,PG-13,99.0,10.901355,Spring,Apr,6.0
Expelled: No Intelligence Allowed,3500000.0,7700000.0,Other,0,Other,PG,90.0,1.787297,Spring,Apr,3.7
Iron Man,140000000.0,585174222.0,Action,1,ViacomCBS,PG-13,126.0,22.073099,Spring,Apr,7.9
Made of Honor,40000000.0,84601681.0,Comedy,0,Sony Pictures,PG-13,101.0,6.417385,Spring,May,5.9
"The Bread, My Sweet",600000.0,1023156.0,Drama,0,Other,PG-13,105.0,0.958152,Spring,Apr,6.6
Taken,25000000.0,226830568.0,Action,1,Other,PG-13,93.0,16.367481,Winter,Feb,7.8
Meet Bill,5000000.0,346592.0,Comedy,0,Other,R,97.0,6.226054,Summer,Sep,6.2
What Happens in Vegas,35000000.0,170000000.0,Comedy,0,Walt Disney Studios,PG-13,99.0,10.054226,Spring,May,6.1
The Chronicles of Narnia: Prince Caspian,225000000.0,419651413.0,Adventure,1,Walt Disney Studios,PG,150.0,12.490891,Spring,May,6.5
"War, Inc.",5000000.0,1296184.0,Action,0,Other,R,106.0,4.800426,Spring,Apr,5.6
Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786636033.0,Adventure,1,ViacomCBS,PG-13,122.0,12.577266,Spring,May,6.1
Sex and the City,65000000.0,415252786.0,Comedy,1,WarnerMedia,R,145.0,9.170332,Spring,May,5.6
The Strangers,9000000.0,82391145.0,Thriller,1,Other,R,86.0,8.845536,Spring,May,6.2
Kung Fu Panda,130000000.0,631744560.0,Adventure,1,NBCUniversal,PG,90.0,16.897541,Spring,Jun,7.6
You Don't Mess with the Zohan,90000000.0,201596308.0,Comedy,0,Sony Pictures,PG-13,113.0,13.116461,Spring,Jun,5.5
My Brother Is an Only Child,5000000.0,6463286.0,Comedy,0,Other,R,108.0,4.391819,Spring,Apr,7.0
The Happening,60000000.0,163403799.0,Thriller,0,Walt Disney Studios,R,91.0,6.22229,Spring,Jun,5.0
The Incredible Hulk,150000000.0,163712074.0,Other,0,NBCUniversal,PG-13,114.0,19.125537,Spring,Jun,6.7
The Children of Huang Shi,40000000.0,7400000.0,Drama,0,Other,R,125.0,14.622493,Summer,Jul,7.0
WALL·E,180000000.0,521311860.0,Animation,0,Other,G,98.0,16.088366,Spring,Jun,8.4
Wanted,75000000.0,258270008.0,Action,0,NBCUniversal,R,110.0,12.457896,Spring,Jun,6.7
Hancock,150000000.0,624029371.0,Fantasy,0,Sony Pictures,PG-13,92.0,11.017324,Summer,Jul,6.4
Boy Culture,500000.0,220151.0,Drama,0,Other,PG-13,88.0,2.317528,Winter,Jan,6.8
Get Smart,80000000.0,230685453.0,Action,0,WarnerMedia,PG-13,110.0,11.35779,Spring,Jun,6.5
The Wackness,6000000.0,2899975.0,Drama,0,Other,R,99.0,5.598338,Summer,Jul,7.0
Mamma Mia!,52000000.0,609841637.0,Comedy,1,NBCUniversal,PG-13,108.0,10.534437,Summer,Jul,6.4
Welcome to the Sticks,11000000.0,53191886.0,Comedy,0,Other,R,106.0,7.250134,Winter,Jan,7.1
Katyn,5200000.0,14723313.0,Drama,0,Other,R,118.0,4.230046,Summer,Sep,7.0
Journey to the Center of the Earth,45000000.0,101702060.0,Action,1,WarnerMedia,PG,93.0,10.419974,Summer,Jul,5.8
Meet Dave,60000000.0,50650079.0,Comedy,0,Walt Disney Studios,PG,90.0,11.542926,Summer,Jul,5.0
Death Defying Acts,20000000.0,8380329.0,Drama,0,Other,PG,97.0,4.522772,Summer,Sep,5.8
Death Note,20000000.0,27793200.0,Fantasy,1,Other,R,126.0,9.570657,Spring,Jun,7.7
Transsiberian,15000000.0,5926410.0,Thriller,0,Other,R,111.0,12.497651,Winter,Jan,6.7
Space Chimps,37000000.0,63800345.0,Animation,1,Other,G,81.0,6.212702,Summer,Jul,4.5
Step Brothers,65000000.0,128107642.0,Comedy,0,Sony Pictures,R,98.0,8.579638,Summer,Jul,6.9
Brideshead Revisited,20000000.0,13204291.0,Drama,0,Other,PG-13,133.0,11.069679,Summer,Jul,6.7
The X Files: I Want to Believe,30000000.0,68369434.0,Drama,1,Walt Disney Studios,PG-13,104.0,9.863584,Summer,Jul,5.9
The Tracey Fragments,700000.0,31576.0,Drama,0,Other,R,77.0,2.819298,Winter,Feb,6.2
The Mummy: Tomb of the Dragon Emperor,145000000.0,401128639.0,Adventure,1,NBCUniversal,PG-13,112.0,14.250227,Summer,Jul,5.2
Swing Vote,21000000.0,17600000.0,Drama,0,Walt Disney Studios,PG-13,120.0,5.204249,Summer,Aug,6.1
The Midnight Meat Train,15000000.0,3533227.0,Other,0,Other,R,98.0,13.389735,Summer,Aug,6.0
Bottle Shock,5000000.0,4040588.0,Comedy,0,Other,PG-13,110.0,3.334353,Summer,Aug,6.8
Vicky Cristina Barcelona,15000000.0,96408652.0,Drama,1,Other,PG-13,96.0,9.648539,Summer,Aug,7.1
Pineapple Express,27000000.0,101624843.0,Action,0,Sony Pictures,R,111.0,8.461369,Summer,Aug,6.9
Red Cliff,80341000.0,127814609.0,Adventure,1,Other,R,150.0,11.867516,Summer,Jul,7.4
The Sisterhood of the Traveling Pants 2,27000000.0,44352417.0,Adventure,1,Other,PG-13,117.0,4.631978,Summer,Aug,6.2
Elegy,13000000.0,14894347.0,Drama,0,Other,R,112.0,6.829658,Summer,Aug,6.7
Tropic Thunder,92000000.0,188072649.0,Action,0,Other,R,107.0,8.980941,Summer,Aug,7.0
Star Wars: The Clone Wars,8500000.0,68282844.0,Thriller,0,Walt Disney Studios,PG,98.0,8.524857,Summer,Aug,5.9
Mutant Chronicles,8000000.0,2033165.0,Action,0,Other,R,111.0,6.603748,Summer,Aug,5.2
Waltz with Bashir,2000000.0,11125849.0,Drama,0,Other,R,90.0,7.636625,Spring,Jun,8.0
Let the Right One In,4000000.0,10785801.0,Horror,0,Other,R,115.0,7.274237,Winter,Jan,7.9
Death Race,45000000.0,73762516.0,Action,1,NBCUniversal,R,105.0,13.53003,Summer,Aug,6.4
The House Bunny,25000000.0,70442940.0,Romance,0,Sony Pictures,PG-13,97.0,9.920106,Summer,Aug,5.5
The Rocker,15000000.0,8762890.0,Comedy,0,Walt Disney Studios,PG-13,102.0,9.469873,Summer,Aug,6.2
Mirrors,35000000.0,72436439.0,Horror,1,Other,R,110.0,8.612618,Summer,Aug,6.2
Sukiyaki Western Django,3800000.0,2725258.0,Adventure,0,Other,R,121.0,9.239882,Summer,Sep,6.2
Burn After Reading,37000000.0,163720069.0,Comedy,0,NBCUniversal,R,96.0,13.206799,Summer,Sep,7.0
Disaster Movie,25000000.0,14109284.0,Action,0,Other,PG-13,87.0,11.634132,Summer,Aug,1.9
Babylon A.D.,70000000.0,72108608.0,Action,0,Other,PG-13,101.0,9.273808,Summer,Aug,5.6
Traitor,22000000.0,23530831.0,Drama,0,Other,PG-13,114.0,7.859606,Summer,Aug,7.0
College,7000000.0,6230276.0,Comedy,0,Other,R,94.0,10.36168,Summer,Aug,4.6
The Women,16000000.0,50007546.0,Comedy,0,Other,PG-13,114.0,6.62363,Summer,Sep,5.0
The Mother of Tears,3500000.0,54947.0,Horror,1,Other,R,102.0,34.145916,Summer,Sep,5.1
The Spirit,60000000.0,39031337.0,Action,0,Other,PG-13,103.0,5.762005,Fall,Dec,4.8
Bangkok Dangerous,45000000.0,42487390.0,Action,0,Other,R,99.0,6.576009,Summer,Aug,5.4
The Foot Fist Way,79000.0,245000.0,Comedy,0,ViacomCBS,R,85.0,2.066141,Spring,Jun,6.3
Righteous Kill,60000000.0,73174566.0,Action,0,Other,R,101.0,7.094624,Summer,Sep,6.0
Lakeview Terrace,20000000.0,27640028.0,Drama,0,Sony Pictures,PG-13,110.0,13.857624,Summer,Sep,6.1
To Rob a Thief,4002313.0,6.0,Action,0,Other,PG-13,98.0,1.02071,Summer,Aug,6.8
Appaloosa,20000000.0,20211394.0,Drama,0,WarnerMedia,R,115.0,12.392754,Summer,Sep,6.7
Eagle Eye,80000000.0,178066569.0,Other,0,Other,PG-13,118.0,14.324875,Summer,Sep,6.6
How to Lose Friends & Alienate People,27000000.0,17286299.0,Comedy,0,Other,R,110.0,11.981531,Fall,Oct,6.4
Nick and Norah's Infinite Playlist,9000000.0,32973937.0,Comedy,0,Sony Pictures,PG-13,89.0,12.992176,Fall,Oct,6.6
"The Tulse Luper Suitcases, Part 1: The Moab Story",10000000.0,25800.0,Other,1,Other,R,127.0,0.524432,Spring,May,6.7
Body of Lies,70000000.0,113280098.0,Action,0,WarnerMedia,R,128.0,12.886125,Fall,Oct,7.1
City of Ember,55000000.0,17869048.0,Adventure,0,Other,PG,90.0,8.061467,Fall,Oct,6.5
Max Payne,35000000.0,85416905.0,Action,0,Other,PG-13,100.0,10.08043,Fall,Oct,5.4
Zack and Miri Make a Porno,24000000.0,42105111.0,Comedy,0,Other,R,102.0,6.449332,Summer,Sep,6.5
W.,25100000.0,29506464.0,Drama,0,Other,PG-13,131.0,8.937049,Fall,Oct,6.3
My Best Friend's Girl,20000000.0,36620508.0,Romance,0,Other,R,101.0,14.114136,Summer,Sep,5.9
The Secret Life of Bees,11000000.0,38105395.0,Adventure,0,Walt Disney Studios,PG-13,114.0,6.390463,Summer,Sep,7.3
An American Carol,20000000.0,7000000.0,Comedy,0,Other,PG-13,83.0,2.151159,Fall,Oct,4.1
The Wave,7500000.0,19000000.0,Drama,0,Other,R,107.0,6.010332,Winter,Mar,7.6
Quarantine,12000000.0,40855419.0,Horror,1,Sony Pictures,R,89.0,6.140116,Fall,Oct,5.9
Pride and Glory,30000000.0,31148328.0,Thriller,0,WarnerMedia,R,130.0,5.844016,Summer,Sep,6.6
The Express,40000000.0,9793496.0,Drama,0,Other,PG,130.0,4.929912,Fall,Oct,7.3
RockNRolla,18000000.0,25739015.0,Action,0,WarnerMedia,R,114.0,7.263988,Summer,Sep,7.3
Madagascar: Escape 2 Africa,150000000.0,603900354.0,Other,1,NBCUniversal,PG,89.0,12.668733,Fall,Oct,6.6
Admiral,2000000.0,38135878.0,Drama,0,Other,R,123.0,3.462653,Spring,Jun,6.8
Blindness,25000000.0,19844979.0,Drama,0,Other,R,121.0,7.462378,Spring,May,6.6
Changeling,55000000.0,113020255.0,Crime,0,Other,R,141.0,11.672394,Winter,Jan,7.7
The Road,32000000.0,27635305.0,Adventure,0,Other,R,111.0,14.958098,Fall,Nov,7.2
Slumdog Millionaire,15000000.0,377910544.0,Drama,0,Other,R,120.0,11.258181,Spring,May,8.0
Quantum of Solace,200000000.0,586090727.0,Adventure,1,Other,PG-13,106.0,13.67812,Fall,Oct,6.6
Role Models,28000000.0,92380927.0,Comedy,0,NBCUniversal,R,99.0,7.646215,Winter,Feb,6.8
JCVD,6000000.0,276891.0,Drama,0,Other,R,96.0,6.670933,Spring,Jun,7.1
Saw V,10800000.0,113857533.0,Horror,1,Other,R,92.0,10.165499,Fall,Oct,5.8
Sex Drive,19000000.0,18755936.0,Comedy,0,Other,R,109.0,9.106146,Fall,Oct,6.5
While She Was Out,6000000.0,391410.0,Action,0,Other,R,108.0,9.002146,Fall,Oct,4.8
Beverly Hills Chihuahua,20000000.0,149281606.0,Adventure,1,Other,PG,91.0,9.569765,Fall,Oct,3.8
Bolt,150000000.0,309979994.0,Animation,1,Walt Disney Studios,PG,98.0,15.580915,Fall,Nov,6.8
Milk,20000000.0,54586584.0,Other,0,NBCUniversal,R,128.0,10.680121,Fall,Nov,7.5
Twilight,37000000.0,392616625.0,Adventure,1,Other,PG-13,122.0,31.282029,Fall,Nov,5.2
Transporter 3,30000000.0,108979549.0,Action,1,Other,PG-13,104.0,9.296824,Fall,Nov,6.1
Four Christmases,80000000.0,163733697.0,Comedy,0,WarnerMedia,PG-13,88.0,7.210383,Fall,Nov,5.7
The Boy in the Striped Pyjamas,12500000.0,20416563.0,Other,0,ViacomCBS,PG-13,94.0,8.912738,Spring,May,7.8
Surveillance,3500000.0,1115493.0,Horror,0,Other,R,97.0,6.804406,Winter,Feb,6.3
Fireproof,500000.0,33456317.0,Drama,0,Other,PG,122.0,5.329195,Summer,Sep,6.6
Igor,25000000.0,30000000.0,Animation,0,Other,PG,87.0,9.369432,Summer,Sep,6.0
Punisher: War Zone,20500000.0,10089373.0,Action,1,Other,R,102.0,8.333526,Fall,Dec,5.9
The Day the Earth Stood Still,80000000.0,233093859.0,Drama,0,Walt Disney Studios,PG-13,104.0,9.265322,Fall,Dec,5.5
Doubt,20000000.0,50907234.0,Drama,0,Other,PG-13,104.0,9.278263,Fall,Nov,7.5
Gran Torino,33000000.0,269958228.0,Drama,0,Other,R,116.0,14.794228,Fall,Dec,8.1
The Reader,32000000.0,113019290.0,Drama,0,Other,R,124.0,7.931732,Fall,Dec,7.6
Seven Pounds,55000000.0,168167691.0,Drama,0,Sony Pictures,PG-13,123.0,21.708267,Fall,Dec,7.6
The Wrestler,6000000.0,44703995.0,Drama,0,Other,R,109.0,7.903956,Summer,Sep,7.9
Yes Man,70000000.0,225990978.0,Comedy,0,WarnerMedia,PG-13,104.0,9.756289,Fall,Dec,6.8
Valkyrie,75000000.0,200276000.0,Drama,0,Other,PG-13,121.0,8.635464,Fall,Dec,7.1
Bedtime Stories,80000000.0,212874442.0,Fantasy,0,Walt Disney Studios,PG,99.0,10.739419,Fall,Dec,6.0
Choke,3000000.0,3830137.0,Comedy,0,Walt Disney Studios,R,92.0,7.589546,Summer,Sep,6.4
Revolutionary Road,35000000.0,75225693.0,Drama,0,Other,R,119.0,12.265867,Fall,Dec,7.3
"Surfer, Dude",6000000.0,69497.0,Comedy,0,Other,R,85.0,2.023166,Summer,Sep,4.7
Nobel Son,4000000.0,333912.0,Comedy,0,Other,R,110.0,2.420823,Spring,Apr,6.2
Wild Child,20000000.0,21972336.0,Comedy,0,NBCUniversal,PG-13,98.0,10.420849,Winter,Jan,6.1
Defiance,32000000.0,51155219.0,Action,0,ViacomCBS,R,137.0,13.990891,Fall,Dec,7.2
Marley & Me,60000000.0,244082376.0,Comedy,1,Walt Disney Studios,PG,115.0,9.729748,Fall,Dec,7.1
Ponyo,41677699.0,187479518.0,Animation,0,Other,G,100.0,8.470945,Summer,Jul,7.7
Ip Man,11715578.0,21888598.0,Drama,1,Other,R,108.0,6.004257,Fall,Dec,8.0
Passengers,25000000.0,2000000.0,Drama,0,Sony Pictures,PG-13,93.0,6.274736,Summer,Sep,5.9
The Tale of Despereaux,60000000.0,50877145.0,Adventure,0,NBCUniversal,G,93.0,12.364579,Fall,Dec,6.1
Bride Wars,30000000.0,114663461.0,Comedy,0,Walt Disney Studios,PG,89.0,8.33501,Winter,Jan,5.5
My Bloody Valentine,15000000.0,100734718.0,Other,0,Other,R,101.0,5.245883,Winter,Jan,5.4
Battle in Seattle,8000000.0,908847.0,Action,0,Other,R,99.0,4.518646,Summer,Sep,6.7
Timecrimes,2600000.0,553198.0,Other,0,Other,R,92.0,8.623982,Summer,Sep,7.2
Underworld: Rise of the Lycans,35000000.0,91353501.0,Fantasy,1,Sony Pictures,R,92.0,11.654958,Winter,Jan,6.6
Inkheart,60000000.0,57490374.0,Adventure,0,WarnerMedia,PG,106.0,13.570926,Fall,Dec,6.1
The Lazarus Project,9750000.0,558000.0,Drama,0,Other,PG-13,99.0,11.387338,Fall,Oct,6.1
Paul Blart: Mall Cop,26000000.0,183293131.0,Action,1,Sony Pictures,PG,91.0,13.003122,Winter,Jan,5.2
The Unborn,16000000.0,76514050.0,Horror,0,Other,PG-13,87.0,7.108555,Winter,Jan,4.8
Outlander,50000000.0,7033683.0,Fantasy,0,Other,R,115.0,14.611182,Spring,Apr,6.2
Go Go Tales,4000000.0,907456.0,Comedy,0,Other,PG,96.0,4.382184,Spring,May,5.8
The Grudge 3,5000000.0,38610009.0,Other,1,Other,R,90.0,10.510468,Spring,May,4.7
Coraline,60000000.0,124596398.0,Animation,0,NBCUniversal,PG,100.0,16.639915,Winter,Feb,7.7
Push,38000000.0,45465299.0,Action,0,Other,PG-13,111.0,11.596222,Winter,Feb,6.1
The International,50000000.0,60161391.0,Drama,0,Sony Pictures,R,118.0,6.583609,Winter,Feb,6.5
Two Lovers,12000000.0,3148182.0,Drama,0,Other,R,110.0,8.032616,Fall,Nov,7.0
He's Just Not That Into You,40000000.0,177259441.0,Comedy,0,WarnerMedia,PG-13,129.0,8.376094,Winter,Feb,6.4
Hotel for Dogs,35000000.0,73034460.0,Comedy,0,Other,PG,100.0,6.317992,Winter,Jan,5.4
My Name Is Bruce,1500000.0,173066.0,Comedy,0,Other,R,86.0,8.708789,Fall,Oct,6.2
Funny People,75000000.0,61458982.0,Comedy,0,NBCUniversal,R,146.0,9.900376,Summer,Jul,6.3
Street Fighter: The Legend of Chun-Li,50000000.0,12764201.0,Action,0,Other,PG-13,97.0,6.660188,Winter,Feb,3.7
Away We Go,17000000.0,14899417.0,Drama,0,NBCUniversal,R,98.0,6.590093,Spring,Jun,7.0
Il Divo,7275000.0,11260366.0,Drama,0,Other,R,110.0,7.728333,Spring,May,7.3
Paris,19000000.0,23550000.0,Drama,0,Other,R,130.0,4.249948,Winter,Jan,6.8
Friday the 13th,19000000.0,91379051.0,Horror,0,WarnerMedia,R,97.0,14.20229,Winter,Feb,5.5
Rock-A-Doodle,18000000.0,11657385.0,Comedy,0,Other,G,77.0,3.602031,Summer,Aug,6.1
"I Love You, Man",41000000.0,91636986.0,Comedy,0,Other,R,105.0,12.929653,Winter,Mar,7.0
Duplicity,78146652.0,60000000.0,Romance,0,NBCUniversal,PG-13,125.0,9.097953,Winter,Mar,6.1
Knowing,50000000.0,155446362.0,Action,0,Other,PG-13,121.0,9.806904,Winter,Mar,6.2
Ong Bak 2,8500000.0,8936663.0,Adventure,1,Other,R,98.0,8.553506,Fall,Dec,6.2
Sunshine Cleaning,5000000.0,16174377.0,Comedy,0,Other,R,102.0,9.098119,Winter,Jan,6.8
Monsters vs Aliens,175000000.0,381509870.0,Animation,0,NBCUniversal,PG,94.0,14.243634,Winter,Mar,6.4
Nothing But the Truth,11500000.0,186702.0,Drama,0,Other,R,108.0,8.719145,Fall,Dec,7.2
Star of Midnight,280.0,831.0,Romance,0,Other,R,90.0,0.110801,Spring,Apr,6.7
Adventureland,9500000.0,17164377.0,Comedy,0,ViacomCBS,R,107.0,6.77887,Spring,Apr,6.8
Confessions of a Shopaholic,40000000.0,108332743.0,Comedy,0,Walt Disney Studios,PG,104.0,8.198789,Winter,Feb,5.9
Fast & Furious,85000000.0,363164265.0,Action,1,NBCUniversal,PG-13,107.0,1.498902,Spring,Apr,6.6
The Boat That Rocked,50000000.0,36348784.0,Drama,0,NBCUniversal,R,116.0,8.395618,Spring,Apr,7.4
17 Again,20000000.0,136267476.0,Comedy,0,WarnerMedia,PG-13,102.0,11.362762,Winter,Mar,6.4
State of Play,60000000.0,87784194.0,Action,0,NBCUniversal,PG-13,127.0,8.905732,Spring,Apr,7.1
Crank: High Voltage,20000000.0,34560577.0,Action,1,Other,R,96.0,10.044642,Spring,Apr,6.2
Moon,5000000.0,9760104.0,Other,0,Sony Pictures,R,97.0,13.336773,Spring,Jun,7.9
The Young Victoria,35000000.0,27409889.0,Drama,0,Other,PG,105.0,8.437587,Winter,Mar,7.3
The Informers,18000000.0,382174.0,Drama,0,Other,R,98.0,6.675032,Fall,Nov,5.0
