imdb_id,id,title,original_language,genre,belongs_to_franchise,production_company,release_date,runtime,popularity,is_Adult,numVotes,averageRating
tt0034386,54635,When Ladies Meet,en,Comedy,0,Metro-Goldwyn-Mayer (MGM),1941-08-29,105.0,0.100301,0,1021.0,6.5
tt0027902,81687,Lloyd's of London,en,Drama,0,Twentieth Century Fox,1936-11-29,118.0,0.310115,0,997.0,6.9
tt0053003,79180,Libel,en,Drama,0,De Grunwald Productions,1959-10-23,100.0,0.153857,0,1135.0,7.1
tt0041672,109887,My Foolish Heart,en,Drama,0,The Samuel Goldwyn Company,1950-01-21,98.0,0.065284,0,889.0,6.9
tt0040553,112705,The Luck of the Irish,en,Fantasy,0,Twentieth Century Fox,1948-09-15,99.0,0.498079,0,862.0,6.8
tt0022495,84296,Trader Horn,en,Action,0,Metro-Goldwyn-Mayer (MGM),1931-05-23,122.0,0.372404,0,890.0,6.2
tt0029656,150712,They Gave Him a Gun,en,Crime,0,Metro-Goldwyn-Mayer (MGM),1937-05-07,94.0,0.116263,0,327.0,6.4
tt0034078,31324,Rage in Heaven,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1941-03-07,85.0,1.267769,0,1045.0,6.4
tt1320239,50204,Burke & Hare,en,Comedy,0,Ealing Studios,2010-10-29,91.0,7.787593,0,19483.0,6.2
tt0067176,53045,Hands of the Ripper,en,Horror,0,The Rank Organisation,1971-10-17,85.0,0.649984,0,2317.0,6.2
tt1499666,18438,Castaway on the Moon,ko,Drama,0,CJ Entertainment,2009-05-14,119.0,6.266701,0,16761.0,8.1
tt1258120,30432,Army of Crime,fr,War,0,Agat Films & Cie,2009-05-17,139.0,10.741315,0,3058.0,6.7
tt1452628,43552,Vanishing on 7th Street,en,Mystery,0,Herrick Entertainment,2010-09-11,92.0,8.419427,0,25102.0,4.9
tt0063983,85886,Old Man Made in Spain,es,Comedy,0,Filmayer,1969-03-17,90.0,0.470673,0,271.0,5.4
tt0086484,87906,Tuareg: Desert Warrior,en,Action,0,San Francisco Film,1984-03-12,95.0,0.00442,0,411.0,5.5
tt1230206,17240,Slaughter,en,Thriller,0,After Dark Films,2009-01-09,96.0,1.52385,0,2105.0,4.5
tt1448762,39959,Open House,en,Drama,0,StoneBrook Entertainment,2010-08-03,88.0,1.124815,0,2362.0,4.3
tt0067972,56259,Werewolves on Wheels,en,Action,0,South Street Films,1971-11-19,85.0,0.090689,0,1120.0,4.3
tt0809427,114246,Fantasma,en,Drama,0,4L,2006-03-23,63.0,0.499772,0,358.0,6.3
tt1638362,45274,Client 9: The Rise and Fall of Eliot Spitzer,en,Documentary,0,A&E IndieFilms,2010-11-05,117.0,0.420078,0,2201.0,7.4
tt1092026,39513,Paul,en,Adventure,0,Universal Pictures,2011-02-14,104.0,10.24382,0,237032.0,7.0
tt1322385,46789,Submarino,da,Drama,0,Nimbus Film Productions,2010-09-01,105.0,2.898859,0,9637.0,7.5
tt0069390,30901,All the Colors of the Dark,it,Thriller,0,Lea Film,1972-02-28,94.0,1.562543,0,3434.0,6.7
tt1188983,15576,Bellamy,fr,Drama,0,Alicéléo,2009-02-25,110.0,1.340154,0,1999.0,5.9
tt0056289,49844,The Notorious Landlady,en,Comedy,0,Columbia Pictures,1962-04-01,123.0,0.894307,0,1889.0,6.8
tt0117808,81217,Szamanka,pl,Drama,0,Alhena Films,1996-05-10,110.0,1.213651,0,1371.0,5.8
tt0118141,54506,What Is It?,en,Drama,0,Volcanic Eruptions,2005-01-27,72.0,1.016382,0,853.0,5.6
tt0086606,32520,Eight Diagram Pole Fighter,zh,Action,0,Shaw Brothers,1984-02-17,98.0,2.6489,0,2689.0,7.4
tt0069738,37618,The Asphyx,en,Fantasy,0,Glendale Films,1972-12-05,99.0,1.808388,0,2246.0,6.3
tt1284591,12471,Milk,en,Drama,1,Arizona Films,2008-09-01,102.0,1.051593,0,2981.0,6.6
tt0457414,36883,Midnight Movies: From the Margin to the Mainstream,en,Documentary,0,Stuart Samuels Productions,2006-06-20,86.0,1.372346,0,1483.0,7.3
tt1504429,51971,Hideaway (Le refuge),fr,Drama,0,Eurowide Film Production,2009-09-19,88.0,2.245929,0,2678.0,6.4
tt0084824,64441,Three Crowns of the Sailor,fr,Fantasy,0,Films A2,1983-10-05,117.0,0.00022,0,756.0,7.2
tt0104121,31987,Don Quixote,en,Drama,0,El Silencio Producciones,1992-01-01,116.0,1.049371,0,776.0,6.2
tt0882978,14538,Three Kingdoms: Resurrection of the Dragon,en,Action,0,Visualizer Film Productions,2008-04-03,102.0,3.86486,0,6114.0,6.2
tt0238883,20993,Brother 2,ru,Drama,1,CTB Film Company,2000-01-01,122.0,2.131384,0,12827.0,7.8
tt1054580,33997,Desert Flower,en,Drama,0,Desert Flower Filmproductions,2009-09-24,120.0,4.290624,0,12636.0,7.4
tt1098226,14525,Adrift in Tokyo,ja,Comedy,0,Style Jam,2007-11-10,101.0,0.798005,0,2393.0,7.4
tt0110125,48118,The Cold Light of Day,en,Drama,0,Meteor Film Productions,1996-08-20,101.0,0.956887,0,841.0,6.3
tt0891457,43088,Spider Lilies,zh,Drama,0,3rd Vision Films,2007-03-30,94.0,0.974875,0,1912.0,6.2
tt0112403,36505,On Earth as It Is in Heaven,es,Comedy,0,Atrium Productions,1995-11-03,95.0,0.70595,0,665.0,6.8
tt0206569,119965,In the Midst of Life,en,Drama,0,Franco London Films,1963-10-08,95.0,0.071579,0,99.0,7.5
tt0072665,4704,At Long Last Love,en,Comedy,0,Copa del Oro,1975-03-01,118.0,0.619076,0,1066.0,5.1
tt0276818,83013,Bungee Jumping of Their Own,ko,Drama,0,Eye Entertainment,2001-02-03,107.0,0.208569,0,1215.0,7.0
tt1424003,42171,The Infidel,en,Comedy,0,Slingshot Productions,2009-09-16,105.0,3.574031,0,6395.0,6.4
tt0036818,878,The Punch Bowl,de,Comedy,0,Terra-Filmkunst,1944-01-28,97.0,2.098595,0,5777.0,7.8
tt0050915,35001,Run of the Arrow,en,Western,0,RKO Radio Pictures,1957-09-05,86.0,0.741432,0,1943.0,6.7
tt1502404,47327,Drive Angry,en,Fantasy,0,Summit Entertainment,2011-02-24,105.0,7.668829,0,94867.0,5.4
tt1192628,44896,Rango,en,Animation,0,Paramount Pictures,2011-03-02,107.0,10.581925,0,239818.0,7.2
tt0046425,37380,Thunder Bay,en,Adventure,0,Universal International Pictures (UI),1953-05-21,103.0,0.588655,0,1579.0,6.5
tt0810922,50725,Take Me Home Tonight,en,Comedy,0,Rogue Pictures,2011-03-04,97.0,8.132811,0,51429.0,6.3
tt1590089,54186,Confessions,ja,Drama,0,DesperaDo,2010-06-04,106.0,5.882762,0,36089.0,7.8
tt1385826,38050,The Adjustment Bureau,en,Science Fiction,0,Universal Pictures,2011-03-03,106.0,9.420301,0,245730.0,7.0
tt0039927,56930,Tycoon,en,Action,0,RKO Radio Pictures,1947-12-27,128.0,0.478243,0,1350.0,6.3
tt0034923,43526,Journey for Margaret,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1942-12-17,81.0,0.263403,0,768.0,7.2
tt0054426,131836,The Long Absence,en,Drama,0,Procinex,1961-05-17,85.0,0.767638,0,593.0,7.0
tt1454505,58764,Lapland Odyssey,fi,Comedy,1,Anagram,2010-10-15,92.0,1.885261,0,5805.0,6.9
tt0034694,55238,Edge of Darkness,en,Drama,0,Warner Bros.,1943-01-01,119.0,0.97699,0,2025.0,7.2
tt0063260,33228,The Magus,en,Mystery,0,Blazer Films,1968-12-10,117.0,3.566565,0,1585.0,5.7
tt0068537,42482,Elvis on Tour,en,Documentary,0,Metro-Goldwyn-Mayer (MGM),1972-01-01,93.0,0.0339,0,1367.0,7.6
tt0071680,91459,Italianamerican,en,Documentary,0,National Communications Foundation,1974-01-01,49.0,0.945099,0,2386.0,7.5
tt1320254,58376,Presumed Guilty,en,Documentary,0,Abogados con cámara,2008-11-21,87.0,0.151281,0,1327.0,8.1
tt1481572,47218,Happythankyoumoreplease,en,Comedy,0,Paper Street Films,2010-01-20,100.0,9.668784,0,29232.0,6.8
tt0035659,34944,Background to Danger,en,Drama,0,Warner Bros.,1943-07-03,80.0,0.622868,0,1149.0,6.4
tt0056322,59990,The Given Word,pt,Drama,0,Cinedistri,1962-04-17,98.0,0.904016,0,2834.0,8.3
tt0048967,43256,Autumn Leaves,en,Drama,0,William Goetz Productions,1956-08-01,107.0,1.410229,0,2242.0,6.8
tt1277936,56811,Cropsey,en,Documentary,0,Antidote Films (I),2010-04-29,85.0,2.065029,0,7820.0,6.3
tt0472399,27582,The Mechanic,en,Action,1,CBS Films,2011-01-13,93.0,9.832342,0,151875.0,6.6
tt0480687,48988,Hall Pass,en,Comedy,0,New Line Cinema,2011-02-25,105.0,9.13273,0,120519.0,5.8
tt1034389,49494,The Eagle,en,Adventure,0,Focus Features,2011-02-08,114.0,6.196929,0,66109.0,6.2
tt1464540,46529,I Am Number Four,en,Action,0,Dreamworks Pictures,2011-02-18,109.0,9.388376,0,228379.0,6.1
tt1396227,49637,The Wild and Wonderful Whites of West Virginia,en,Documentary,0,Dickhouse Productions,2009-04-01,86.0,1.378839,0,4102.0,7.1
tt1198153,37714,The Assassin Next Door,ru,Action,0,Bleiberg Entertainment,2009-04-15,102.0,1.782869,0,2497.0,5.7
tt1587729,51200,71: Into the Fire,en,War,0,Taewon Entertainment,2010-06-16,120.0,3.106814,0,5131.0,7.3
tt1217613,44943,Battle: Los Angeles,en,Action,0,Columbia Pictures,2011-03-08,116.0,6.753746,0,175025.0,5.7
tt0056279,45714,Night of the Eagle,en,Drama,0,Independent Artists,1962-04-25,90.0,1.663645,0,3064.0,6.9
tt0033314,106406,Adam Had Four Sons,en,Romance,0,Columbia Pictures,1941-03-27,81.0,0.186787,0,832.0,6.6
tt0025397,63702,Liliom,fr,Drama,0,Les Productions Fox Europa,1934-05-15,118.0,0.157182,0,1052.0,6.9
tt0068152,31644,Dollars,en,Drama,0,Pan,1971-12-17,121.0,3.951933,0,2369.0,6.3
tt1474276,28874,Summer Wars,ja,Animation,0,Madhouse,2009-08-01,114.0,12.653798,0,26594.0,7.5
tt0021074,144792,Liliom,en,Drama,0,Fox Film Corporation,1930-10-05,94.0,0.504987,0,406.0,6.7
tt0134928,9706,Rasen,ja,Horror,1,Basara Pictures,1998-01-31,97.0,1.199512,0,3015.0,5.2
tt1270842,57703,Norwegian Wood,ja,Drama,0,Asmik Ace Entertainment,2010-12-11,133.0,6.972723,0,11178.0,6.3
tt0972857,19829,Ninja Cheerleaders,en,Action,0,Hi-Fidelity Films,2008-05-10,81.0,1.919746,0,1566.0,3.3
tt1210071,25186,Janky Promoters,en,Comedy,0,Cube Vision,2009-10-16,85.0,1.192891,0,1404.0,5.1
tt1305591,50321,Mars Needs Moms,en,Adventure,0,Walt Disney Pictures,2011-03-09,88.0,7.24717,0,21272.0,5.4
tt0063729,56092,Twisted Nerve,en,Drama,0,Charter Film Productions,1968-10-15,112.0,2.061215,0,1855.0,7.1
tt1326204,34214,Crude,en,Documentary,0,Entendre Films,2009-09-09,105.0,0.446609,0,793.0,7.5
tt0896923,42819,The City of Your Final Destination,en,Drama,0,Hyde Park International,2009-03-21,114.0,0.700028,0,2885.0,6.3
tt0159251,118381,Anna Magdalena,cn,Comedy,0,Amuse Hong Kong,1998-05-28,97.0,0.702358,0,393.0,6.4
tt1555747,53358,Fubar II,en,Comedy,1,FU2 Productions,2010-10-01,85.0,0.405272,0,1541.0,6.7
tt1404830,40655,The Bannen Way,en,Action,0,Colton Productions,2010-01-06,93.0,1.209344,0,1782.0,5.3
tt1569364,31162,Black Lightning,ru,Action,0,Bazelevs Production,2009-12-31,102.0,3.931527,0,4710.0,5.7
tt1143896,45022,Holy Rollers,en,Crime,0,Deerjen Films,2010-05-21,89.0,1.747257,0,4874.0,5.9
tt1133989,24885,Medicine for Melancholy,en,Drama,0,Strike Anywhere,2008-03-07,88.0,0.464837,0,2044.0,6.7
tt0040848,43451,Summer Holiday,en,Music,0,Metro-Goldwyn-Mayer (MGM),1948-04-15,93.0,0.165623,0,508.0,5.8
tt0063268,99329,The Money Order,wo,Comedy,0,Filmi Domirev,1968-11-27,90.0,0.196975,0,580.0,7.2
tt0345185,71110,In The City,es,Drama,0,Canal+ España,2003-11-07,110.0,0.22271,0,1050.0,6.8
tt1284526,16439,The Country Teacher,cs,Drama,0,Negativ,2008-03-20,117.0,0.834523,0,1390.0,6.9
tt0478303,29865,Trapped Ashes,en,Horror,0,Independent Film Fund,2006-09-12,105.0,0.749136,0,1543.0,4.7
tt0488380,13957,Closing the Ring,en,Drama,0,CTR,2007-09-14,118.0,10.320049,0,4410.0,6.5
tt0093146,26011,Hard Ticket to Hawaii,en,Action,1,Malibu Bay Films,1987-03-01,96.0,1.909558,0,3809.0,4.9
tt1555149,47931,Elite Squad: The Enemy Within,pt,Drama,1,Globo Filmes,2010-10-08,115.0,12.334357,0,79717.0,8.0
tt0443584,13461,Melissa P.,it,Drama,1,Bess Movie,2005-11-18,100.0,5.257142,0,6222.0,4.8
tt0411272,15362,Mesrine: Public Enemy #1,fr,Action,1,La Petite Reine,2008-11-19,133.0,8.835512,0,28661.0,7.5
tt1522262,53237,The Last Lovecraft: Relic of Cthulhu,en,Comedy,0,Outlaw FIlms,2009-10-03,78.0,1.0971,0,1717.0,5.5
tt0478126,19205,Cthulhu,en,Horror,0,Arkham Northwest Productions,2007-03-31,100.0,0.925387,0,1959.0,4.6
tt1227929,37583,Herb & Dorothy,en,Documentary,0,Fine Line Media,2009-06-05,89.0,0.692956,0,828.0,7.5
tt1509276,59248,The Wildest Dream,en,Documentary,0,Altitude Films,2010-08-06,94.0,1.064957,0,2406.0,7.3
tt1564367,50546,Just Go with It,en,Romance,0,Columbia Pictures,2011-02-10,117.0,9.267959,0,223712.0,6.4
tt0062985,70591,For Love of Ivy,en,Comedy,0,ABC Pictures International,1968-07-17,101.0,0.037519,0,648.0,6.3
tt1521848,51447,Trophy Wife,fr,Comedy,0,Mandarin Films,2010-11-10,103.0,5.899325,0,10220.0,6.4
tt0022854,104221,Emma,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1932-01-02,72.0,0.016421,0,916.0,7.0
tt0030464,243565,Mother Carey's Chickens,en,Romance,0,RKO Radio Pictures,1938-07-29,82.0,0.591826,0,248.0,6.3
tt0030413,33025,Mannequin,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1937-12-14,95.0,0.182215,0,1092.0,6.5
tt0906326,15182,Just Buried,en,Comedy,0,RGM Entertainment,2007-09-09,94.0,2.118143,0,2051.0,6.1
tt1664894,59490,Cave of Forgotten Dreams,en,Documentary,0,Creative Differences,2010-09-10,90.0,4.508588,0,15480.0,7.4
tt1486185,49730,Red Riding Hood,en,Fantasy,0,Warner Bros.,2011-03-11,100.0,10.174298,0,108542.0,5.5
tt1464174,38322,"Big Mommas: Like Father, Like Son",en,Crime,1,New Regency Productions,2011-02-16,107.0,7.564777,0,25711.0,4.4
tt1512235,45132,Super,en,Comedy,0,This Is That Productions,2010-09-09,96.0,8.309635,0,75487.0,6.7
tt0076319,77078,A Little Night Music,en,Comedy,0,Sascha Filmverleih,1977-12-01,124.0,0.00273,0,706.0,5.6
tt1740707,46146,Troll Hunter,nb,Fantasy,0,Filmkameratene A/S,2010-10-29,103.0,6.097684,0,69403.0,7.0
tt0945513,45612,Source Code,en,Thriller,0,Summit Entertainment,2011-03-30,93.0,9.796962,0,488486.0,7.5
tt1229822,38684,Jane Eyre,en,Drama,0,Focus Features,2011-03-11,120.0,7.089084,0,82341.0,7.3
tt0023488,84303,Smilin' Through,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1932-09-24,98.0,0.439499,0,1188.0,6.9
tt0036699,81751,Casanova Brown,en,Comedy,0,International Pictures (I),1944-08-23,94.0,0.546994,0,1011.0,6.3
tt0043709,193547,Kind Lady,en,Crime,0,Metro-Goldwyn-Mayer (MGM),1951-06-20,78.0,0.530468,0,876.0,6.9
tt0051193,93528,Wild Is the Wind,en,Drama,0,Wallis-Hazen,1957-12-11,114.0,1.276352,0,898.0,6.7
tt1440770,109326,X-Games The Movie,en,Documentary,0,ESPN Films,2009-08-21,92.0,0.011836,0,295.0,6.5
tt0978764,23629,Sucker Punch,en,Action,0,Warner Bros.,2011-03-24,110.0,13.779527,0,232168.0,6.0
tt1530975,55893,Putty Hill,en,Drama,0,Hamilton Film Group,2010-02-18,87.0,0.514257,0,675.0,5.9
tt1114680,40856,That Evening Sun,en,Drama,0,Dogwood Entertainment,2009-11-06,109.0,2.338398,0,2590.0,7.1
tt1561768,48243,Essential Killing,en,Thriller,0,Skopia Film,2010-09-06,84.0,2.972178,0,7507.0,6.1
tt1185376,46458,Map of the Sounds of Tokyo,en,Thriller,0,Mediapro,2009-12-02,109.0,0.919483,0,2238.0,6.0
tt0080482,42167,Bye Bye Brasil,pt,Drama,0,Luiz Carlos Barreto Produções Cinematográficas,1980-02-08,110.0,0.269354,0,1544.0,7.4
tt1503776,57409,"Hugh Hefner: Playboy, Activist and Rebel",en,Documentary,0,Metaphor Films,2009-01-01,127.0,0.167833,0,689.0,7.0
tt1016205,2010,The Mourning Forest,ja,Drama,0,Celluloid Dreams,2007-05-24,97.0,1.594746,0,2412.0,6.9
tt1457766,45715,The Kings of Mykonos,en,Action,1,G.O. Films,2010-05-20,97.0,0.864925,0,2370.0,4.5
tt1487118,58232,Chalet Girl,en,Comedy,0,UK Film Council,2011-02-02,96.0,6.496259,0,24267.0,6.3
tt1670632,53364,Der letzte schöne Herbsttag,de,Comedy,0,DRIFE Productions,2010-11-11,85.0,0.121914,0,300.0,6.8
tt0425489,62342,La suerte está echada,es,Comedy,0,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2005-08-11,97.0,0.152178,0,987.0,7.2
tt0951335,37534,The New Daughter,en,Horror,0,Gold Circle Films,2009-12-18,108.0,4.818627,0,14403.0,5.3
tt1454523,57521,Black Bread,ca,Drama,0,Massa d'Or Produccions,2010-10-10,108.0,3.546146,0,4500.0,6.9
tt0372303,10356,The Good Shepherd,en,Drama,0,Peace Arch Entertainment Group,2004-03-21,88.0,1.915832,0,1371.0,5.2
tt0765444,37405,Eden,de,Drama,0,Gambit Filmproduktion GmbH,2006-11-02,98.0,0.180599,0,852.0,7.1
tt0061696,76875,Games,fr,Thriller,0,Universal Pictures,1967-09-17,100.0,0.590414,0,1250.0,6.5
tt0377935,29436,Beyond the Front Line,sv,History,0,Åke Lindman Film-Productions,2004-03-05,127.0,1.136339,0,1454.0,6.6
tt0418657,11406,Goldene Zeiten,de,Comedy,1,Westside Filmproduktion GmbH,2006-06-26,129.0,0.732605,0,1061.0,6.4
tt1156506,19611,Connected,cn,Thriller,0,Emperor Motion Pictures,2008-09-25,110.0,2.989962,0,1983.0,6.6
tt1220706,16179,Breathing Room,en,Horror,0,New Artists Alliance,2008-08-25,89.0,1.776816,0,3454.0,4.3
tt0110747,153041,Otaku,en,Documentary,0,France 2 Cinéma,1994-12-01,77.0,0.177577,0,154.0,6.8
tt0052255,45189,Sube y baja,es,Comedy,0,Posa Films,1959-01-01,108.0,0.171546,0,356.0,7.1
tt1418646,43418,Beneath Hill 60,en,Drama,0,Lucky Country Productions,2010-04-15,122.0,5.661077,0,7645.0,7.1
tt1121786,41616,Formosa Betrayed,en,Action,0,Formosa Films,2010-02-26,103.0,0.664745,0,1389.0,6.1
tt0965411,15837,What No One Knows,da,Drama,0,Canal+,2008-02-11,99.0,0.874066,0,1312.0,6.1
tt1424432,58496,Senna,en,Documentary,0,Universal Pictures,2010-10-07,106.0,11.331859,0,64840.0,8.5
tt0810827,16140,Death Note: The Last Name,ja,Fantasy,1,Horipro,2006-10-28,141.0,5.082787,0,15749.0,7.2
tt1650416,60434,Kapitalism: Our Improved Formula,nl,Documentary,0,HI Film Productions,2010-04-23,76.0,0.090802,0,444.0,7.7
tt1591095,49018,Insidious,en,Horror,1,FilmDistrict,2010-09-13,103.0,17.24814,0,281357.0,6.8
tt1518812,57120,Meek's Cutoff,en,Drama,0,Evenstar Films,2010-09-05,104.0,4.725763,0,12726.0,6.6
tt0032220,131770,"Arise, My Love",en,Comedy,0,Paramount Pictures,1940-11-08,110.0,1.240754,0,727.0,6.8
tt0038578,99351,The Green Years,en,Drama,0,Metro-Goldwyn-Mayer (MGM),1946-07-04,127.0,0.054128,0,856.0,7.0
tt1640459,49010,Hobo with a Shotgun,en,Action,0,Rhombus Media,2011-05-06,86.0,10.926038,0,44186.0,6.1
tt0021770,42815,The Criminal Code,en,Crime,0,Columbia Pictures,1931-01-03,97.0,0.461284,0,948.0,7.0
tt0047279,76372,Night People,en,War,0,Twentieth Century Fox,1954-03-11,93.0,0.9534,0,1053.0,6.5
tt0912597,20329,L: Change the World,ja,Fantasy,1,Horipro,2008-01-31,129.0,8.271179,0,7925.0,6.1
tt1606392,55725,Win Win,en,Drama,0,Fox Searchlight Pictures,2011-03-18,106.0,4.480723,0,52772.0,7.1
tt1263750,48650,Room in Rome,es,Drama,0,Morena Films,2010-05-07,109.0,6.206694,0,22512.0,6.1
tt0036386,98399,Stand by for Action,en,Action,0,Metro-Goldwyn-Mayer (MGM),1942-12-31,109.0,0.072259,0,529.0,6.6
tt0067989,42531,Wild Rovers,en,Action,0,Geoffrey Productions,1971-06-23,136.0,0.869434,0,1482.0,6.5
tt0038238,44087,The Way to the Stars,en,Drama,0,Two Cities Films,1945-06-16,109.0,0.255576,0,1367.0,7.3
tt0049881,90406,Tribute to a Bad Man,en,Western,0,Metro-Goldwyn-Mayer (MGM),1956-03-30,95.0,0.808828,0,1336.0,6.6
tt1037163,44898,The Time That Remains,it,Drama,0,The Film,2009-08-12,109.0,0.635053,0,2315.0,7.1
tt1209367,20995,The Swimsuit Issue,sv,Comedy,0,Fladen Film,2008-12-25,98.0,0.98955,0,1356.0,5.8
tt0271537,68629,Happy Here and Now,en,Drama,0,IFC Productions,2002-06-08,89.0,0.091066,0,310.0,5.0
tt0062768,82460,Bye Bye Braverman,en,Comedy,0,Warner Bros./Seven Arts,1968-02-21,94.0,0.112515,0,583.0,5.7
tt1292643,51290,Artois the Goat,en,Comedy,0,Bogart Reininger Film 2008,2009-09-01,110.0,0.166944,0,156.0,6.2
tt0110998,98514,River of Grass,en,Drama,0,Good Machine,1995-08-04,76.0,0.713518,0,1704.0,6.6
tt1198142,43021,Sex Galaxy,en,Comedy,0,Stag Films,2008-08-22,78.0,0.390554,0,281.0,3.4
tt1560139,39356,Boy,en,Drama,0,Whenua Films,2010-02-14,87.0,3.308503,0,22659.0,7.5
tt1280501,38502,The Necessities of Life,fr,Drama,0,Association Coopérative des Productions Audio-Visuelles (ACPAV),2008-08-25,102.0,0.16008,0,851.0,7.4
tt1650043,60307,Diary of a Wimpy Kid: Rodrick Rules,en,Family,1,Fox 2000 Pictures,2011-03-25,99.0,8.425361,0,26727.0,6.5
tt0069745,28802,Female Vampire,fr,Horror,0,Eurociné,1975-01-24,105.0,1.026248,0,1691.0,4.8
tt1220888,53172,Henry's Crime,en,Crime,0,Company Films,2010-01-14,108.0,5.145185,0,19107.0,6.0
tt0104279,10408,Flodder Does Manhattan!,nl,Comedy,1,Co-Productiefonds Binnenlandse Omroep,1992-06-03,95.0,5.832738,0,4529.0,5.7
tt0253779,31405,Milk Brothers,tr,Comedy,0,Arzu Film,1976-02-01,80.0,0.626525,0,18711.0,8.9
tt0252487,83651,The Chaos Class,tr,Comedy,1,Arzu Film,1975-04-01,90.0,0.869393,0,37825.0,9.3
tt1411704,50359,Hop,en,Animation,0,Universal Pictures,2011-03-30,95.0,8.904488,0,31885.0,5.4
tt0086369,96529,A Question of Silence,nl,Drama,0,Sigma Film Productions,1982-02-18,92.0,0.000603,0,813.0,6.5
tt0910860,8896,Delta,hu,Drama,0,Proton Cinema,2008-09-11,96.0,0.973987,0,1563.0,6.3
tt0820096,64484,Playing the Victim,ru,Comedy,0,New People,2006-06-08,97.0,1.217921,0,2163.0,7.1
tt0775417,3397,And Along Come Tourists,de,Drama,0,23/5 Filmproduktion GmbH,2007-05-21,85.0,0.623793,0,1040.0,6.9
tt0206746,97284,Film Ist.,en,Documentary,0,LOOP TV-Video-Film,1998-01-01,60.0,0.001287,0,117.0,7.7
tt0051584,97149,Conflagration,ja,Drama,0,Daiei Kyoto,1958-09-22,99.0,0.665175,0,716.0,7.1
tt0252490,31408,Hababam Sınıfı Uyanıyor,tr,Comedy,1,Arzu Film,1976-01-01,94.0,1.158092,0,18490.0,8.8
tt0085966,149149,Berta's Motives,es,Drama,0,P.C. Guerín,1984-09-01,115.0,0.113436,0,129.0,6.9
tt0252489,31402,Hababam Sınıfı Tatilde,tr,Adventure,1,Arzu Film,1977-01-01,90.0,0.619218,0,16814.0,8.7
tt0263975,31412,The Girl with the Red Scarf,tr,Drama,0,Yesilçam Film,1978-01-01,90.0,1.148834,0,14940.0,8.6
tt0107719,73191,The Nutcracker,en,Family,0,Krasnow Productions,1993-11-24,93.0,1.418221,0,1872.0,5.9
tt1103963,29972,24 City,zh,Drama,0,Bandai Visual Company,2008-09-27,112.0,0.699428,0,1769.0,7.1
tt1623008,59266,The Arbor,en,Documentary,0,Artangel Media,2010-10-22,94.0,0.707297,0,1817.0,7.3
tt1537401,63555,Leap Year,en,Drama,0,Machete Producciones,2010-05-17,94.0,2.118561,0,2373.0,5.9
tt0071859,54001,The Traveler,fa,Drama,0,Kanun parvaresh fekri,1974-01-01,83.0,0.036044,0,1457.0,7.5
tt1436045,58857,13 Assassins,ja,Adventure,0,Sedic International,2010-09-09,141.0,9.534232,0,62400.0,7.6
tt1451762,41273,On Tour,fr,Drama,0,Les Films du Poisson,2010-06-30,111.0,1.99304,0,2456.0,6.6
tt0901494,21372,Life Is Hot in Cracktown,en,Drama,0,Karmic Productions,2009-01-01,99.0,0.862541,0,1727.0,6.1
tt0076097,54194,Koko: A Talking Gorilla,en,Documentary,0,Institut National de l'Audiovisuel (INA),1978-10-01,85.0,0.435271,0,817.0,7.3
tt0328078,46228,Love that Boy,en,Drama,0,imX Communications,2003-09-01,85.0,0.416676,0,383.0,6.3
tt0038675,30734,Crisis,sv,Drama,0,Svensk Filmindustri (SF),1946-02-25,93.0,0.832827,0,2645.0,6.5
tt0040418,51141,Port of Call,sv,Drama,0,Svensk Filmindustri (SF),1948-10-11,99.0,0.573899,0,2131.0,6.6
tt0390080,27091,Harry And Max,en,Drama,0,Antarctic Pictures,2004-01-01,74.0,1.052353,0,1009.0,5.5
tt0046750,36871,Late Chrysanthemums,ja,Drama,0,Toho Company,1954-06-15,101.0,0.508473,0,943.0,7.4
tt0993842,50456,Hanna,en,Action,0,Focus Features,2011-04-07,111.0,8.071196,0,191375.0,6.8
tt0039895,49334,They Made Me a Fugitive,en,Drama,0,Warner Bros.,1947-06-24,99.0,0.555885,0,1358.0,7.2
tt0042379,36331,Dark City,en,Romance,0,Hal Wallis Productions,1950-10-17,98.0,1.634663,0,1995.0,6.7
tt0906083,47435,St. George Shoots the Dragon,sr,Drama,0,Camera,2009-03-11,120.0,0.182169,0,1682.0,6.4
tt0068348,47582,Castle of Purity,es,Drama,0,Estudios Churubusco Azteca S.A.,1973-05-10,110.0,1.202765,0,1384.0,7.7
tt0062474,86750,Warrendale,en,Documentary,0,Allan King Associates,1967-01-01,101.0,0.391584,0,508.0,7.7
tt1648112,46523,New Kids Turbo,nl,Action,1,Eyeworks Film & TV Drama,2010-12-09,84.0,4.330658,0,15170.0,6.4
tt1075749,30388,Reykjavik Whale Watching Massacre,en,Comedy,0,The Icelandic Filmcompany,2009-09-04,84.0,0.547182,0,1875.0,4.9
tt1291652,29920,Easy Money,sv,Drama,1,Tre Vänner Produktion AB,2010-01-15,124.0,10.520394,0,16872.0,6.7
